agent_id,previous_experience_months,sales_experience_months,customer_service_experience_months,certification_count,relevant_certification,assessment_score,communication_score,product_knowledge_score,sales_skill_score,customer_service_score,competency_level
AGT00450,52,26,41,1,1,88,66,77,75,76,Basic
AGT00451,18,0,15,2,1,59,72,48,46,59,Competent
AGT00452,30,13,18,2,1,56,68,54,67,80,Basic
AGT00453,79,37,44,1,1,79,77,48,86,76,Advanced
AGT00454,57,50,44,3,1,99,73,88,75,63,Advanced
AGT00455,24,18,9,2,0,59,61,76,80,63,Competent
AGT00456,35,35,7,0,0,52,69,78,60,58,Competent
AGT00457,69,32,37,1,1,84,52,79,61,51,Advanced
AGT00458,2,0,0,0,0,47,47,51,60,39,Competent
AGT00459,3,0,0,2,1,72,44,57,62,53,Basic
AGT00460,0,0,0,1,1,70,57,50,63,77,Basic
AGT00461,14,14,14,0,0,69,83,62,49,72,Competent
AGT00462,0,0,0,1,0,73,42,41,59,47,Needs Improvement
AGT00463,0,0,0,0,0,26,58,70,68,50,Needs Improvement
AGT00464,0,0,0,2,1,28,78,25,22,16,Basic
AGT00465,0,0,0,1,1,45,71,48,51,42,Competent
AGT00466,7,5,0,1,0,76,62,32,45,60,Basic
AGT00467,16,4,12,1,1,74,72,62,88,60,Competent
AGT00468,93,55,55,4,1,99,68,78,99,75,Advanced
AGT00469,64,64,64,2,1,69,57,66,80,75,Advanced
AGT00470,11,0,11,1,1,43,56,40,34,55,Competent
AGT00471,29,19,23,2,1,59,73,64,52,64,Competent
AGT00472,14,0,5,0,0,50,74,50,63,66,Needs Improvement
AGT00473,30,30,11,2,1,72,55,57,42,61,Basic
AGT00474,44,31,6,2,1,62,69,88,48,67,Advanced
AGT00475,26,9,0,2,0,69,73,69,65,85,Basic
AGT00476,24,13,0,1,1,65,60,65,58,66,Competent
AGT00477,15,15,15,0,0,61,75,65,75,91,Competent
AGT00478,11,0,0,0,0,48,43,41,41,41,Needs Improvement
AGT00479,44,28,10,1,1,52,68,61,72,41,Competent
AGT00480,77,63,50,4,1,93,93,100,81,86,Advanced
AGT00481,67,33,25,0,0,60,62,59,72,61,Basic
AGT00482,43,32,21,2,0,75,87,79,79,92,Competent
AGT00483,36,21,10,2,0,65,78,51,69,47,Competent
AGT00484,41,26,41,3,1,72,79,30,81,67,Advanced
AGT00485,27,11,18,1,0,59,52,50,53,65,Advanced
AGT00486,25,1,1,2,1,63,64,90,48,59,Competent
AGT00487,16,16,0,0,0,44,46,62,32,50,Needs Improvement
AGT00488,54,14,24,5,1,74,70,86,40,70,Advanced
AGT00489,38,13,0,3,1,49,46,49,49,64,Needs Improvement
AGT00490,43,21,13,1,0,66,87,36,66,85,Competent
AGT00491,66,60,47,1,0,69,85,56,63,74,Advanced
AGT00492,25,3,8,1,1,65,83,69,52,53,Advanced
AGT00493,38,4,0,2,1,75,75,62,74,75,Advanced
AGT00494,25,3,13,3,1,67,66,65,73,51,Basic
AGT00495,43,19,15,0,0,48,57,51,42,79,Basic
AGT00496,89,30,19,3,0,82,95,82,66,85,Advanced
AGT00497,0,0,0,1,1,34,45,38,45,60,Needs Improvement
AGT00498,0,0,0,3,1,60,45,62,47,64,Competent
AGT00499,0,0,0,1,1,31,57,46,28,16,Needs Improvement
AGT00500,22,0,22,1,1,54,52,43,39,35,Basic
AGT00501,67,24,53,3,1,74,97,62,88,80,Advanced
AGT00502,52,44,45,2,1,86,77,64,86,63,Advanced
AGT00503,34,0,34,1,1,43,58,79,42,52,Basic
AGT00504,9,0,0,3,1,40,68,62,49,53,Basic
AGT00505,0,0,0,1,0,36,17,48,28,30,Needs Improvement
AGT00506,36,29,20,1,1,56,53,46,44,41,Competent
AGT00507,106,78,55,0,0,100,79,64,88,97,Advanced
AGT00508,45,11,22,1,1,65,43,79,48,71,Competent
AGT00509,35,0,0,2,1,57,70,68,66,51,Competent
AGT00510,34,26,22,3,1,85,63,67,84,74,Advanced
AGT00511,0,0,0,0,0,28,60,42,37,46,Basic
AGT00512,55,18,10,2,1,43,67,39,49,73,Competent
AGT00513,36,31,20,1,1,56,73,73,75,64,Advanced
AGT00514,43,8,14,2,1,68,59,76,73,76,Competent
AGT00515,48,29,2,3,1,58,64,59,56,44,Advanced
AGT00516,26,26,0,1,0,72,70,54,63,68,Advanced
AGT00517,44,35,9,2,1,75,83,83,68,61,Competent
AGT00518,42,9,0,2,1,71,58,46,43,42,Needs Improvement
AGT00519,58,30,35,3,1,83,66,92,75,84,Advanced
AGT00520,32,9,29,1,0,86,67,74,67,87,Advanced
AGT00521,7,0,7,3,1,62,58,47,42,27,Needs Improvement
AGT00522,44,13,18,0,0,55,49,54,49,61,Basic
AGT00523,53,34,45,2,1,75,77,68,58,83,Advanced
AGT00524,0,0,0,0,0,49,60,74,31,49,Basic
AGT00525,92,65,50,2,1,75,74,85,91,67,Advanced
AGT00526,33,0,22,1,1,56,64,71,45,38,Basic
AGT00527,58,36,46,0,0,82,86,76,100,73,Advanced
AGT00528,26,14,16,0,0,44,90,56,85,60,Basic
AGT00529,55,17,38,2,1,63,77,63,57,75,Basic
AGT00530,52,52,6,4,1,83,100,70,100,77,Advanced
AGT00531,43,25,10,3,0,62,52,77,69,44,Advanced
AGT00532,21,3,0,1,0,64,36,66,41,53,Advanced
AGT00533,25,25,19,4,1,58,60,56,26,54,Competent
AGT00534,42,4,39,1,0,60,80,53,71,56,Competent
AGT00535,0,0,0,0,0,25,58,67,43,26,Needs Improvement
AGT00536,62,37,46,0,0,76,86,69,74,77,Competent
AGT00537,4,0,0,0,0,47,29,54,50,60,Basic
AGT00538,24,24,6,2,0,85,92,91,59,77,Competent
AGT00539,0,0,0,1,0,43,45,33,29,29,Needs Improvement
AGT00540,26,11,0,0,0,38,39,50,60,54,Needs Improvement
AGT00541,5,0,0,1,1,45,57,43,37,27,Competent
AGT00542,21,4,8,1,1,63,59,36,46,41,Needs Improvement
AGT00543,29,0,21,1,0,74,72,67,42,64,Basic
AGT00544,41,4,27,2,1,41,75,49,58,63,Competent
AGT00545,24,14,2,1,1,51,68,51,44,37,Basic
AGT00546,18,6,5,3,1,48,46,50,68,45,Basic
AGT00547,28,0,12,0,0,69,65,55,51,58,Competent
AGT00548,46,24,29,2,1,53,36,41,47,64,Competent
AGT00549,13,13,0,1,1,47,80,71,93,56,Basic
AGT00550,52,19,14,2,1,68,88,65,63,68,Advanced
AGT00551,7,7,6,1,0,74,54,65,57,66,Competent
AGT00552,39,14,7,3,1,71,63,97,72,62,Competent
AGT00553,28,6,10,3,1,67,57,62,40,66,Competent
AGT00554,33,33,29,1,1,85,80,87,97,64,Advanced
AGT00555,35,35,5,3,1,51,69,70,73,51,Competent
AGT00556,17,17,4,1,0,58,57,57,63,74,Needs Improvement
AGT00557,0,0,0,2,0,53,65,58,10,70,Basic
AGT00558,24,5,0,0,0,54,67,52,45,60,Competent
AGT00559,31,10,0,1,1,52,66,52,31,61,Needs Improvement
AGT00560,39,0,5,1,0,51,43,45,63,30,Basic
AGT00561,35,22,13,0,0,71,81,54,73,48,Advanced
AGT00562,38,10,0,0,0,63,86,64,67,58,Basic
AGT00563,55,27,27,2,1,50,84,36,47,91,Competent
AGT00564,45,9,5,2,0,56,55,74,69,49,Competent
AGT00565,68,44,49,0,0,75,65,97,69,81,Advanced
AGT00566,28,21,24,3,0,76,61,70,90,73,Advanced
AGT00567,30,0,24,1,1,49,50,68,60,64,Basic
AGT00568,25,6,0,1,1,70,59,69,58,53,Competent
AGT00569,8,8,4,2,1,76,81,49,59,50,Advanced
AGT00570,42,25,3,0,0,62,83,75,80,29,Basic
AGT00571,42,2,0,1,0,35,45,42,51,61,Basic
AGT00572,40,36,30,1,1,71,64,90,79,54,Advanced
AGT00573,62,32,44,0,0,55,66,61,67,43,Basic
AGT00574,15,3,0,1,1,71,48,65,49,56,Advanced
AGT00575,32,28,8,0,0,59,76,60,70,67,Basic
AGT00576,8,0,0,3,0,59,55,76,61,55,Needs Improvement
AGT00577,42,20,35,2,0,78,80,66,86,88,Competent
AGT00578,38,0,5,1,1,92,82,87,72,60,Advanced
AGT00579,48,12,0,3,0,52,70,67,35,46,Basic
AGT00580,62,39,33,0,0,67,76,70,76,62,Competent
AGT00581,0,0,0,0,0,38,31,42,17,47,Basic
AGT00582,24,8,0,2,1,53,64,42,48,23,Needs Improvement
AGT00583,23,9,8,0,0,68,65,25,55,59,Basic
AGT00584,15,11,1,1,1,44,49,65,32,61,Basic
AGT00585,53,26,25,1,1,72,75,61,73,79,Advanced
AGT00586,88,63,47,3,1,99,89,94,100,90,Advanced
AGT00587,8,0,3,3,1,40,66,55,42,61,Basic
AGT00588,39,26,11,0,0,56,44,69,62,20,Basic
AGT00589,40,0,10,1,1,63,83,74,89,81,Competent
AGT00590,73,41,43,0,0,85,81,43,89,82,Advanced
AGT00591,0,0,0,2,1,47,47,58,38,64,Needs Improvement
AGT00592,74,52,51,5,1,58,61,59,70,52,Advanced
AGT00593,75,53,54,5,1,83,71,93,88,60,Advanced
AGT00594,10,0,4,0,0,42,28,54,59,66,Basic
AGT00595,0,0,0,1,0,44,60,57,60,36,Basic
AGT00596,7,7,0,2,1,71,85,54,21,51,Advanced
AGT00597,42,8,8,1,0,64,40,44,43,61,Basic
AGT00598,51,34,25,0,0,75,62,63,69,78,Competent
AGT00599,0,0,0,1,1,58,76,40,48,74,Basic
AGT00600,13,10,4,1,1,32,47,37,0,46,Needs Improvement
AGT00601,31,27,27,1,1,86,80,47,58,54,Competent
AGT00602,44,13,8,0,0,45,58,37,54,63,Competent
AGT00603,54,35,40,3,1,80,71,74,69,83,Advanced
AGT00604,21,9,5,3,1,57,56,62,41,32,Basic
AGT00605,38,8,17,0,0,51,30,55,53,72,Basic
AGT00606,25,18,0,2,1,60,57,59,70,34,Basic
AGT00607,27,6,15,1,1,65,84,56,61,80,Basic
AGT00608,35,35,17,1,0,63,84,61,83,57,Competent
AGT00609,11,0,0,5,1,34,65,35,42,52,Needs Improvement
AGT00610,17,7,4,3,1,81,76,65,54,70,Advanced
AGT00611,0,0,0,0,0,48,28,32,34,49,Competent
AGT00612,50,47,8,2,0,60,60,72,63,67,Basic
AGT00613,0,0,0,0,0,44,67,41,57,45,Basic
AGT00614,32,10,17,1,1,74,89,70,54,73,Competent
AGT00615,0,0,0,1,1,48,73,65,57,78,Basic
AGT00616,0,0,0,0,0,53,49,54,46,31,Needs Improvement
AGT00617,44,0,24,0,0,60,56,78,89,30,Competent
AGT00618,52,12,22,2,1,76,67,36,67,58,Competent
AGT00619,4,4,4,0,0,54,59,49,44,48,Competent
AGT00620,89,59,40,1,0,80,98,88,88,72,Advanced
AGT00621,9,0,0,1,1,50,63,64,63,44,Needs Improvement
AGT00622,18,7,0,1,1,51,66,85,54,70,Competent
AGT00623,63,30,43,2,0,50,69,86,50,49,Basic
AGT00624,21,13,7,0,0,47,64,59,60,60,Competent
AGT00625,29,29,7,0,0,73,77,62,67,72,Needs Improvement
AGT00626,17,6,0,0,0,46,51,44,35,58,Needs Improvement
AGT00627,46,9,20,2,0,43,48,51,58,63,Basic
AGT00628,84,58,41,1,1,72,95,68,71,87,Advanced
AGT00629,0,0,0,3,1,45,35,44,29,50,Basic
AGT00630,0,0,0,0,0,28,61,27,30,33,Needs Improvement
AGT00631,64,22,43,2,1,82,58,81,92,84,Advanced
AGT00632,63,33,43,2,1,100,83,100,100,93,Advanced
AGT00633,21,0,0,1,0,68,73,69,65,66,Competent
AGT00634,0,0,0,2,0,55,46,39,42,21,Competent
AGT00635,44,19,15,1,1,43,46,71,64,56,Competent
AGT00636,46,2,13,1,1,51,67,63,57,45,Basic
AGT00637,20,0,2,0,0,66,64,59,43,64,Basic
AGT00638,4,0,0,2,0,43,51,50,36,58,Needs Improvement
AGT00639,54,23,35,2,0,77,63,64,59,64,Advanced
AGT00640,30,11,25,0,0,71,70,74,81,57,Basic
AGT00641,11,8,0,1,0,57,43,49,57,53,Needs Improvement
AGT00642,42,17,19,0,0,80,100,58,54,66,Basic
AGT00643,54,54,32,3,0,98,83,69,86,98,Advanced
AGT00644,16,8,0,3,1,61,62,67,56,82,Competent
AGT00645,49,17,8,3,1,57,55,64,55,69,Competent
AGT00646,24,0,8,2,1,57,85,56,50,61,Basic
AGT00647,72,36,23,0,0,56,51,52,85,89,Competent
AGT00648,0,0,0,1,1,53,52,62,40,46,Needs Improvement
AGT00649,39,20,5,2,1,71,64,76,65,55,Competent
AGT00650,65,21,1,2,1,54,44,32,59,47,Competent
AGT00651,48,27,45,2,1,98,74,95,67,72,Advanced
AGT00652,0,0,0,1,1,54,67,57,58,57,Competent
AGT00653,87,58,38,2,1,67,71,78,94,83,Advanced
AGT00654,0,0,0,0,0,57,57,66,65,32,Basic
AGT00655,41,25,26,4,1,58,92,88,53,61,Competent
AGT00656,26,13,26,0,0,64,70,77,45,67,Basic
AGT00657,17,0,0,3,1,53,39,56,50,59,Competent
AGT00658,16,9,5,2,1,68,57,45,74,61,Competent
AGT00659,51,26,43,2,1,85,74,46,78,77,Advanced
AGT00660,32,0,0,1,0,63,58,70,63,41,Basic
AGT00661,0,0,0,1,0,45,50,63,25,33,Needs Improvement
AGT00662,17,3,17,0,0,55,69,50,51,60,Competent
AGT00663,6,0,0,0,0,53,77,49,23,57,Basic
AGT00664,0,0,0,0,0,44,62,51,53,59,Needs Improvement
AGT00665,21,21,0,0,0,75,50,53,34,48,Basic
AGT00666,0,0,0,1,0,27,62,60,57,41,Basic
AGT00667,0,0,0,0,0,38,64,49,61,63,Basic
AGT00668,35,29,27,0,0,56,73,62,68,73,Competent
AGT00669,19,19,1,1,1,49,57,91,37,52,Competent
AGT00670,0,0,0,1,1,29,47,19,37,24,Needs Improvement
AGT00671,58,1,27,1,1,67,70,75,88,60,Competent
AGT00672,61,23,32,2,0,76,43,50,69,65,Advanced
AGT00673,7,2,0,1,1,55,65,53,65,56,Basic
AGT00674,12,0,0,0,0,41,63,51,39,54,Basic
AGT00675,42,29,42,2,0,72,91,80,59,75,Advanced
AGT00676,44,38,12,1,0,78,60,61,65,59,Advanced
AGT00677,106,73,60,0,0,100,92,78,67,80,Advanced
AGT00678,48,34,17,0,0,57,72,61,93,89,Advanced
AGT00679,6,0,6,3,1,61,70,50,64,56,Needs Improvement
AGT00680,35,0,33,1,0,64,65,68,67,45,Competent
AGT00681,69,57,41,1,0,76,74,72,67,51,Advanced
AGT00682,39,24,2,3,1,61,74,72,49,61,Competent
AGT00683,73,36,22,2,1,85,86,71,92,84,Advanced
AGT00684,7,0,0,2,0,47,74,54,39,47,Basic
AGT00685,0,0,0,0,0,68,52,72,58,73,Basic
AGT00686,23,0,0,3,1,61,58,70,59,55,Needs Improvement
AGT00687,14,0,14,0,0,62,68,87,67,81,Basic
AGT00688,56,20,22,1,1,77,73,79,66,66,Advanced
AGT00689,44,12,31,0,0,51,41,74,53,49,Competent
AGT00690,0,0,0,2,1,58,61,52,42,56,Needs Improvement
AGT00691,13,13,5,1,0,64,74,61,72,68,Competent
AGT00692,7,4,6,0,0,48,61,74,63,55,Needs Improvement
AGT00693,48,33,12,2,0,62,74,81,71,72,Competent
AGT00694,0,0,0,0,0,38,48,37,29,46,Needs Improvement
AGT00695,39,7,1,0,0,54,74,40,76,35,Competent
AGT00696,32,10,0,2,0,53,52,51,36,48,Basic
AGT00697,0,0,0,0,0,34,28,31,16,32,Needs Improvement
AGT00698,13,0,0,0,0,44,54,75,47,45,Competent
AGT00699,19,12,0,1,0,52,78,63,47,56,Competent
AGT00700,10,2,10,1,1,82,49,49,69,52,Basic
AGT00701,68,49,26,1,0,87,84,57,83,48,Advanced
AGT00702,5,0,5,1,0,56,76,49,56,54,Advanced
AGT00703,24,0,0,1,1,44,26,44,54,37,Basic
AGT00704,50,24,38,2,1,36,69,58,66,68,Competent
AGT00705,55,42,18,1,1,85,83,85,99,80,Competent
AGT00706,7,0,0,2,0,56,52,40,51,24,Basic
AGT00707,19,4,0,1,0,45,48,83,41,42,Basic
AGT00708,0,0,0,0,0,56,63,54,66,68,Needs Improvement
AGT00709,31,1,19,1,1,49,59,41,24,42,Basic
AGT00710,41,30,39,1,0,74,68,89,68,78,Competent
AGT00711,29,17,25,2,0,61,59,78,73,74,Basic
AGT00712,57,24,23,3,1,77,68,65,75,66,Advanced
AGT00713,8,6,0,3,1,49,69,57,52,40,Basic
AGT00714,9,0,0,3,1,71,50,66,66,31,Competent
AGT00715,23,1,0,0,0,63,42,61,69,67,Basic
AGT00716,7,7,0,1,1,54,67,33,64,72,Basic
AGT00717,1,0,0,1,0,23,47,15,48,66,Basic
AGT00718,47,22,27,2,1,60,67,56,64,66,Competent
AGT00719,42,18,0,1,1,54,60,81,29,43,Basic
AGT00720,0,0,0,2,1,58,57,76,60,60,Needs Improvement
AGT00721,31,0,29,1,1,78,58,57,63,60,Competent
AGT00722,76,32,52,2,1,75,82,59,75,80,Competent
AGT00723,0,0,0,1,1,27,31,44,27,42,Needs Improvement
AGT00724,3,0,0,1,1,25,46,53,55,47,Basic
AGT00725,1,0,0,0,0,58,29,61,46,63,Competent
AGT00726,53,50,5,0,0,76,94,41,78,85,Advanced
AGT00727,19,7,19,2,1,92,66,100,61,57,Competent
AGT00728,42,13,20,2,0,65,81,83,73,57,Basic
AGT00729,40,9,27,2,0,66,59,48,34,21,Competent
AGT00730,0,0,0,1,1,54,60,42,54,45,Basic
AGT00731,18,10,18,1,1,59,69,78,55,52,Basic
AGT00732,8,0,2,3,1,65,70,68,50,65,Basic
AGT00733,72,63,28,2,1,76,59,67,82,63,Advanced
AGT00734,18,0,0,0,0,58,49,65,44,55,Needs Improvement
AGT00735,35,13,23,1,1,73,67,62,73,74,Basic
AGT00736,26,12,19,2,1,71,58,68,62,67,Basic
AGT00737,29,11,29,4,1,77,90,77,47,67,Competent
AGT00738,42,37,35,1,0,72,78,73,87,90,Advanced
AGT00739,42,11,0,1,1,30,40,50,47,53,Needs Improvement
AGT00740,10,0,0,0,0,32,39,59,40,34,Needs Improvement
AGT00741,35,21,6,1,1,77,77,49,83,64,Advanced
AGT00742,65,38,53,1,0,61,76,61,92,84,Competent
AGT00743,0,0,0,0,0,50,58,52,50,52,Needs Improvement
AGT00744,0,0,0,0,0,37,47,35,47,29,Basic
AGT00745,50,20,26,1,0,52,49,57,66,73,Competent
AGT00746,69,41,39,2,0,71,48,86,68,86,Advanced
AGT00747,85,63,45,3,1,83,78,75,65,94,Advanced
AGT00748,32,4,25,2,1,86,77,42,66,85,Competent
AGT00749,20,0,4,0,0,59,57,52,71,81,Needs Improvement
AGT00750,26,0,0,0,0,60,71,54,56,72,Basic
AGT00751,37,26,23,0,0,61,65,62,48,65,Basic
AGT00752,17,7,2,4,1,41,78,66,69,54,Competent
AGT00753,0,0,0,1,1,55,69,58,44,28,Competent
AGT00754,73,34,53,1,1,83,98,78,57,83,Competent
AGT00755,85,75,48,2,1,82,68,62,97,86,Advanced
AGT00756,31,17,28,1,1,67,77,65,60,73,Advanced
AGT00757,23,2,0,0,0,51,70,45,70,28,Basic
AGT00758,53,41,13,0,0,83,77,65,85,65,Competent
AGT00759,56,18,48,2,1,79,78,76,64,77,Advanced
AGT00760,55,21,43,1,1,82,53,70,70,55,Basic
AGT00761,42,32,38,0,0,94,100,83,100,76,Advanced
AGT00762,14,14,6,1,0,52,62,62,78,70,Competent
AGT00763,35,26,16,2,1,61,48,87,71,81,Competent
AGT00764,59,50,45,2,1,54,67,75,100,90,Advanced
AGT00765,27,27,9,0,0,72,39,66,66,58,Competent
AGT00766,0,0,0,0,0,33,34,53,47,45,Needs Improvement
AGT00767,0,0,0,1,0,59,97,53,48,62,Basic
AGT00768,50,28,13,2,0,53,55,29,36,63,Competent
AGT00769,19,0,17,1,0,49,35,42,42,56,Needs Improvement
AGT00770,77,68,28,1,0,70,82,86,83,94,Competent
AGT00771,82,54,53,2,1,73,72,78,86,52,Advanced
AGT00772,68,10,63,2,1,80,89,71,56,83,Competent
AGT00773,31,11,14,3,1,76,57,52,70,69,Basic
AGT00774,54,44,30,0,0,79,82,48,67,71,Competent
AGT00775,23,7,0,5,1,55,51,80,66,32,Competent
AGT00776,81,45,46,0,0,45,98,60,77,65,Competent
AGT00777,18,0,0,1,0,56,60,46,42,41,Needs Improvement
AGT00778,30,1,14,1,0,61,67,56,51,84,Competent
AGT00779,40,17,1,2,1,52,62,78,79,64,Competent
AGT00780,0,0,0,2,1,30,45,61,55,38,Competent
AGT00781,56,19,35,0,0,48,55,48,62,37,Competent
AGT00782,17,17,5,2,1,52,55,75,77,66,Basic
AGT00783,75,39,31,1,0,83,100,75,82,87,Advanced
AGT00784,67,41,52,4,1,63,67,61,64,70,Advanced
AGT00785,37,16,10,1,0,64,40,57,48,67,Basic
AGT00786,37,0,3,2,1,63,53,53,59,57,Competent
AGT00787,31,0,0,1,1,83,77,44,68,72,Advanced
AGT00788,25,9,0,0,0,44,60,69,74,69,Competent
AGT00789,0,0,0,2,1,49,53,48,47,30,Needs Improvement
AGT00790,19,13,0,1,0,62,78,68,73,41,Competent
AGT00791,42,0,18,2,1,43,48,58,48,78,Competent
AGT00792,3,0,0,2,1,47,60,57,36,59,Needs Improvement
AGT00793,26,25,19,0,0,76,62,39,50,50,Needs Improvement
AGT00794,29,15,6,0,0,68,76,53,58,44,Competent
AGT00795,14,2,0,3,1,51,42,52,25,45,Basic
AGT00796,40,5,37,1,1,41,61,43,81,48,Needs Improvement
AGT00797,60,39,28,2,0,67,85,75,78,67,Advanced
AGT00798,47,40,32,0,0,89,85,52,72,71,Advanced
AGT00799,61,31,14,3,1,84,73,70,93,69,Advanced
AGT00800,19,3,19,1,1,67,60,82,43,75,Competent
AGT00801,8,0,0,0,0,62,76,63,48,73,Competent
AGT00802,26,7,13,5,0,31,61,27,72,45,Basic
AGT00803,53,26,22,3,1,74,64,75,63,51,Basic
AGT00804,20,20,18,1,1,77,61,88,94,69,Basic
AGT00805,40,24,35,2,1,73,90,100,83,94,Competent
AGT00806,54,18,25,3,1,100,77,77,87,67,Competent
AGT00807,58,47,34,1,1,62,62,42,78,71,Advanced
AGT00808,0,0,0,0,0,26,54,55,46,38,Basic
AGT00809,29,2,17,0,0,61,66,79,49,58,Basic
AGT00810,10,6,1,0,0,58,66,61,60,47,Basic
AGT00811,15,5,8,0,0,70,77,73,45,58,Competent
AGT00812,12,0,0,0,0,59,74,45,51,52,Basic
AGT00813,27,14,13,0,0,60,74,68,62,70,Competent
AGT00814,10,0,0,1,0,69,76,24,73,76,Competent
AGT00815,18,3,4,2,1,62,59,43,59,49,Competent
AGT00816,27,0,14,2,1,59,76,64,89,39,Competent
AGT00817,0,0,0,0,0,55,73,53,28,53,Competent
AGT00818,49,21,20,2,0,70,80,46,48,67,Competent
AGT00819,49,30,23,0,0,62,79,57,60,66,Advanced
AGT00820,22,0,0,0,0,44,61,55,65,47,Basic
AGT00821,0,0,0,1,1,56,84,56,52,73,Competent
AGT00822,64,33,25,1,1,71,73,75,59,76,Competent
AGT00823,19,14,19,1,0,27,52,60,45,49,Basic
AGT00824,0,0,0,0,0,37,41,37,22,31,Needs Improvement
AGT00825,0,0,0,0,0,20,42,62,23,21,Needs Improvement
AGT00826,28,4,25,3,1,53,41,48,83,66,Basic
AGT00827,64,22,1,1,1,46,82,86,57,62,Competent
AGT00828,62,22,0,1,0,46,52,74,62,45,Competent
AGT00829,24,24,15,2,1,82,79,67,72,71,Basic
AGT00830,21,0,0,0,0,25,21,33,28,33,Needs Improvement
AGT00831,21,0,9,1,1,65,76,67,52,56,Competent
AGT00832,79,25,47,1,1,70,71,83,73,68,Competent
AGT00833,25,0,10,4,1,41,40,65,51,55,Competent
AGT00834,4,0,0,1,0,60,64,40,71,53,Needs Improvement
AGT00835,24,0,7,1,1,52,49,60,62,46,Needs Improvement
AGT00836,10,0,0,0,0,58,49,25,34,41,Basic
AGT00837,33,0,14,1,1,66,64,56,67,56,Advanced
AGT00838,63,29,31,2,1,78,89,93,81,86,Competent
AGT00839,88,70,67,3,0,69,74,59,77,85,Competent
AGT00840,25,12,5,0,0,51,50,37,58,54,Needs Improvement
AGT00841,65,49,63,0,0,86,84,81,90,86,Advanced
AGT00842,50,9,10,1,0,55,72,79,60,77,Basic
AGT00843,76,31,54,1,1,75,100,81,85,86,Advanced
AGT00844,41,3,14,1,1,61,51,35,47,63,Basic
AGT00845,21,10,5,1,1,86,62,40,84,68,Competent
AGT00846,18,18,18,0,0,62,83,66,41,62,Competent
AGT00847,83,77,57,2,1,100,100,74,100,96,Advanced
AGT00848,36,31,0,4,1,61,62,70,75,61,Competent
AGT00849,30,0,0,2,1,64,49,57,59,34,Needs Improvement
AGT00850,67,38,49,1,1,82,79,63,64,77,Advanced
AGT00851,20,1,19,0,0,65,54,81,69,62,Basic
AGT00852,46,12,36,1,1,68,51,64,53,55,Competent
AGT00853,73,64,36,1,1,70,77,85,61,83,Competent
AGT00854,35,0,0,2,1,60,84,73,45,51,Basic
AGT00855,21,9,5,1,1,81,52,62,63,41,Basic
AGT00856,59,39,23,0,0,68,83,59,44,53,Advanced
AGT00857,36,1,5,4,1,46,61,60,83,44,Basic
AGT00858,41,14,39,3,1,72,73,74,77,71,Competent
AGT00859,0,0,0,0,0,32,65,35,61,33,Needs Improvement
AGT00860,27,15,22,1,1,79,76,89,87,79,Basic
AGT00861,0,0,0,1,1,53,52,42,44,62,Basic
AGT00862,13,0,0,0,0,28,59,51,33,35,Competent
AGT00863,15,14,15,1,0,64,62,57,27,50,Competent
AGT00864,87,43,35,1,0,65,72,56,59,70,Advanced
AGT00865,0,0,0,0,0,56,56,83,72,65,Needs Improvement
AGT00866,24,19,22,1,0,78,84,63,59,45,Competent
AGT00867,12,0,0,0,0,58,35,45,42,50,Basic
AGT00868,49,13,17,0,0,60,49,49,49,31,Basic
AGT00869,19,19,0,1,0,55,42,56,59,47,Basic
AGT00870,39,17,27,1,0,72,64,59,75,74,Competent
AGT00871,2,0,2,1,0,86,49,49,42,98,Competent
AGT00872,0,0,0,4,1,57,47,46,32,47,Basic
AGT00873,25,2,14,1,1,73,59,75,83,52,Advanced
AGT00874,0,0,0,2,0,67,83,75,67,53,Basic
AGT00875,0,0,0,3,1,40,34,44,36,43,Needs Improvement
AGT00876,0,0,0,0,0,37,30,44,59,33,Basic
AGT00877,6,6,0,0,0,81,68,56,42,48,Basic
AGT00878,16,11,0,1,1,52,83,52,68,52,Needs Improvement
AGT00879,13,11,4,0,0,71,63,48,57,63,Basic
AGT00880,37,2,15,1,1,61,64,41,65,58,Competent
AGT00881,40,13,0,3,1,52,83,54,33,50,Competent
AGT00882,65,40,30,1,1,73,85,81,69,62,Competent
AGT00883,21,0,8,1,0,43,59,45,56,45,Competent
AGT00884,27,0,0,0,0,52,46,46,46,36,Basic
AGT00885,8,0,0,3,1,49,60,46,62,41,Basic
AGT00886,41,16,20,1,0,57,52,80,77,71,Basic
AGT00887,64,42,34,3,1,91,70,60,64,71,Advanced
AGT00888,24,24,0,0,0,66,78,61,66,34,Basic
AGT00889,0,0,0,0,0,44,56,38,21,49,Needs Improvement
AGT00890,0,0,0,2,0,42,53,47,42,49,Competent
AGT00891,0,0,0,0,0,51,34,57,58,35,Basic
AGT00892,26,0,0,2,1,61,45,57,42,50,Competent
AGT00893,20,0,0,2,1,51,53,68,63,46,Competent
AGT00894,19,0,19,2,0,64,63,61,52,69,Competent
AGT00895,12,0,1,2,0,56,47,81,48,52,Competent
AGT00896,29,22,10,0,0,62,73,71,80,69,Competent
AGT00897,34,15,8,1,0,54,79,33,43,51,Competent
AGT00898,14,12,0,0,0,47,61,62,40,33,Basic
AGT00899,24,19,1,3,1,66,72,70,78,80,Competent
AGT00900,14,0,0,1,1,45,37,48,44,53,Basic
